date,GM,GM_v,F,F_v,TSLA,TSLA_v,AN,AN_v,MZDAY,MZDAY_v,XOM,XOM_v,TM,TM_v,LEA,LEA_v,BWA,BWA_v,VC,VC_v,GT,GT_v,NIO,NIO_v,HMC,HMC_v,RACE,RACE_v
2019-07-01,40.34,150790123.0,9.53,891423556.0,241.61,199371373.0,48.68,19816125.0,4.765,1516463.0,74.36,186918995.0,129.05,3393202.0,126.78,14701547.0,37.8,41400777.0,65.88,13993570.0,13.73,74316106.0,3.47,745053400.0,24.88,10937934.0,161.08,7510381.0
2019-08-01,37.09,150639210.0,9.17,754413259.0,225.61,134088212.0,47.46,13953344.0,4.13,3087514.0,68.48,278110349.0,130.63,2892970.0,112.26,12559064.0,32.63,36856959.0,68.97,10057552.0,11.47,79317922.0,2.86,396567478.0,23.66,15911934.0,157.75,9509811.0
2019-09-01,37.48,173228888.0,9.16,663475085.0,240.87,136563111.0,50.7,12110446.0,4.425,2036899.0,70.61,217304324.0,134.49,3049252.0,117.9,11322416.0,36.68,33769681.0,82.54,9419119.0,14.405,80098597.0,1.56,583201049.0,26.08,16277501.0,154.09,10679680.0
2019-10-01,37.16,215817107.0,8.59,895102427.0,314.92,234866048.0,50.85,14146550.0,4.56,1940038.0,67.57,244654156.0,138.55,3193170.0,117.77,11846162.0,41.68,34155199.0,93.02,11672740.0,15.87,69291712.0,1.45,794206656.0,26.97,16975361.0,160.12,7913968.0
2019-11-01,36.0,191370123.0,9.06,669643460.0,329.94,157892383.0,51.09,7662255.0,4.3995,426213.0,68.13,249557145.0,140.21,2440127.0,120.31,9672711.0,42.05,30676369.0,93.53,5914508.0,15.99,40938037.0,2.27,964567247.0,28.12,12463671.0,168.27,6840818.0
2019-12-01,36.6,170930979.0,9.3,745873240.0,418.33,207390450.0,48.63,9721479.0,4.22,1035868.0,69.78,285375379.0,140.54,2191698.0,137.2,24536801.0,43.38,25121745.0,86.59,6176851.0,15.555,58473878.0,4.02,1331426835.0,28.31,9820856.0,165.54,4854094.0
2020-01-01,33.39,206944754.0,8.82,1088564745.0,650.57,407621638.0,42.44,13501639.0,4.17,1108805.0,62.12,359062435.0,138.84,3171235.0,123.18,12274990.0,34.29,51775615.0,79.81,6101545.0,13.13,59707712.0,3.78,2025165345.0,25.6,10221549.0,168.82,7502812.0
2020-02-01,30.5,246552900.0,6.96,1633164669.0,667.99,473506012.0,42.73,17475243.0,3.36,2484677.0,51.44,479579213.0,130.75,4124927.0,111.2,13883739.0,31.6,78019278.0,65.04,8890551.0,9.685,121883254.0,4.13,1430824647.0,25.66,13173388.0,157.75,11755053.0
2020-03-01,20.78,492383072.0,4.83,2618758073.0,524.0,420906139.0,28.06,25791293.0,2.6625,7111131.0,37.97,1169374266.0,119.95,9190445.0,81.25,21089579.0,24.37,104370022.0,47.98,10939485.0,5.82,182976727.0,2.78,1044488956.0,22.46,31531292.0,152.57,19297362.0
2020-04-01,22.29,359695097.0,5.09,1951160622.0,781.88,381562411.0,37.24,25453359.0,2.775,5202421.0,46.47,790557341.0,123.59,4823634.0,97.65,15653074.0,28.57,66668081.0,60.3,7929509.0,7.17,125506149.0,3.41,686656360.0,24.05,20997294.0,155.62,7858976.0
2020-05-01,25.88,347489715.0,5.71,1803080129.0,835.0,272775593.0,39.48,18203927.0,3.17,3211718.0,45.47,476995660.0,126.01,4504550.0,106.05,12806492.0,32.15,82045044.0,72.0,7584652.0,7.61,124768236.0,3.98,700279116.0,26.05,23641999.0,168.71,5259151.0
2020-06-01,25.3,350626960.0,6.08,2158915053.0,1079.81,255918459.0,37.58,18332842.0,2.94,916522.0,44.72,584463228.0,125.63,4652800.0,109.02,13418910.0,35.3,73993972.0,68.5,7884584.0,8.95,161858372.0,7.72,2089064611.0,25.56,17585948.0,171.01,4852262.0
2020-07-01,24.89,321825294.0,6.61,1640215402.0,1430.76,378234408.0,51.34,25142273.0,2.97,1109174.0,42.08,447021565.0,119.34,4219823.0,110.38,9636519.0,36.6,53920320.0,72.61,4757678.0,9.01,84189672.0,11.94,4230711897.0,24.35,13222199.0,181.7,3955546.0
2020-08-01,29.63,273045229.0,6.82,1114897769.0,498.32,403528354.0,56.86,15199990.0,3.17,1445722.0,39.94,449383491.0,132.43,3521967.0,113.93,9119279.0,40.59,57815220.0,75.43,5078434.0,9.595,71488709.0,19.03,2526203326.0,25.58,14965308.0,194.75,4272327.0
2020-09-01,29.59,341959796.0,6.66,1285314206.0,429.01,1736952445.0,52.93,12732469.0,2.88,1219634.0,34.33,590861107.0,132.44,3570846.0,109.05,10600483.0,38.74,57233340.0,69.22,7479980.0,7.67,66623571.0,21.22,1959728916.0,23.7,14907128.0,184.09,3634006.0
2020-10-01,34.53,309227110.0,7.73,1421029882.0,388.04,833908217.0,56.73,20798558.0,2.58,2145468.0,32.62,630468906.0,131.29,2979247.0,120.81,11109363.0,34.98,83272944.0,89.65,6781608.0,8.28,86524027.0,30.58,2555685236.0,23.62,10863047.0,178.42,5701474.0
2020-11-01,43.84,380081950.0,9.08,1434465292.0,567.6,781153824.0,61.29,14245229.0,2.93,1565174.0,38.13,703572014.0,134.46,3527876.0,142.95,9819533.0,38.85,53781957.0,120.85,5902283.0,10.42,80316901.0,50.53,5345560446.0,27.72,14546309.0,211.11,6627410.0
2020-12-01,41.64,273411918.0,8.79,1237288449.0,705.67,1194948499.0,69.79,14738491.0,3.3375,1239413.0,41.22,605511099.0,154.57,5634320.0,159.03,8623511.0,38.64,49015328.0,125.52,5489600.0,10.91,56344405.0,48.74,3121418523.0,28.25,12913819.0,229.52,5563194.0
2021-01-01,50.68,627775789.0,10.53,1923131067.0,793.53,705739179.0,71.28,11659896.0,3.57,950284.0,44.84,594505106.0,140.52,6823083.0,150.76,7845539.0,41.99,55268318.0,127.48,4870012.0,10.55,62680757.0,57.0,2494484943.0,26.48,14145419.0,208.18,6931836.0
2021-02-01,51.33,417020312.0,11.7,1448212191.0,675.5,518874413.0,75.02,12737463.0,3.935,1169801.0,54.37,541226724.0,147.93,8287965.0,166.09,9472113.0,45.0,51228618.0,127.17,5745640.0,16.81,118839190.0,45.78,1372224324.0,27.67,18536456.0,197.38,7922018.0
2021-03-01,57.46,516702683.0,12.25,1684245471.0,667.93,941564582.0,93.22,21669844.0,4.09,1040350.0,55.83,790804953.0,156.06,8922679.0,181.25,10997870.0,46.36,59724217.0,121.95,5747926.0,17.57,115261201.0,38.98,2853637299.0,30.2,21135934.0,209.28,8697098.0
2021-04-01,57.22,343325043.0,11.54,1329360187.0,709.44,678583808.0,102.48,15451447.0,3.85,1119954.0,57.24,457854782.0,150.77,5680857.0,183.84,7410896.0,48.58,40404771.0,121.81,7032677.0,17.21,70202801.0,39.84,1689973922.0,29.82,19912813.0,213.39,6858901.0
2021-05-01,59.31,324496715.0,14.53,1920840519.0,625.22,625175872.0,102.13,16084965.0,4.347,1355977.0,58.37,521305196.0,165.98,5511808.0,193.36,7157514.0,51.29,36815172.0,122.46,5011052.0,19.83,77705364.0,38.62,1392812277.0,31.26,21144243.0,210.91,6199575.0
2021-06-01,59.17,356428414.0,14.86,1923637882.0,679.7,519623430.0,94.81,19492167.0,4.655,1249195.0,63.08,526409314.0,174.84,7201791.0,175.28,9066195.0,48.54,38834657.0,120.94,4625655.0,17.15,93678923.0,53.2,1307413358.0,32.18,16282565.0,206.05,6268649.0
2021-07-01,56.84,290115850.0,13.95,1241752670.0,687.2,447786560.0,121.33,26336946.0,4.875,747259.0,57.57,435776080.0,179.84,4250580.0,174.98,6982483.0,48.98,33403182.0,114.05,4908252.0,15.71,60338532.0,44.68,1358041495.0,32.1,11262983.0,218.29,4976994.0
2021-08-01,49.01,431324226.0,13.03,1157840200.0,735.72,381913604.0,109.09,23525570.0,4.3,970550.0,54.52,406242850.0,174.23,4842869.0,159.94,8036228.0,42.68,38364116.0,105.68,3497164.0,15.84,76450502.0,39.31,925006696.0,30.26,13464323.0,217.4,5190750.0
2021-09-01,52.71,332678293.0,14.16,1412535208.0,775.48,390215611.0,121.76,30409339.0,4.32,636436.0,58.82,482961263.0,177.75,4806581.0,156.48,10621585.0,43.21,38819754.0,94.39,4692691.0,17.7,75150587.0,35.63,740087785.0,30.67,14303507.0,209.12,5205345.0
2021-10-01,54.43,402172097.0,17.08,1668673088.0,1114.0,528934537.0,121.12,20776001.0,4.46,698528.0,64.47,435214498.0,176.57,4720630.0,171.85,8638837.0,45.07,37010468.0,113.18,6594089.0,19.12,75672809.0,39.41,746077450.0,29.58,16893235.0,237.17,6701845.0
2021-11-01,57.87,399118101.0,19.19,2273646809.0,1144.76,646639435.0,123.85,17104554.0,3.98,1376704.0,59.84,415515027.0,177.85,4445748.0,167.79,10900524.0,43.28,43619417.0,105.92,5611295.0,20.11,91772153.0,39.13,893826818.0,27.37,23733861.0,260.46,9746065.0
2021-12-01,58.63,380175189.0,20.77,1850349357.0,1056.78,510209746.0,116.85,22724135.0,3.79,1733498.0,61.19,433205760.0,185.3,5468820.0,182.95,12614471.0,45.07,32775056.0,111.14,4694592.0,21.32,75318713.0,31.68,1262740613.0,28.45,19008380.0,258.82,6951266.0
2022-01-01,52.73,469659225.0,20.3,2903762712.0,936.72,638395647.0,109.0,16291599.0,3.83,1609380.0,75.96,605096462.0,198.45,8854134.0,167.32,9392623.0,43.85,37815874.0,101.51,5362940.0,20.73,82956839.0,24.51,1116968793.0,29.55,24639731.0,230.96,7722405.0
2022-02-01,46.72,383817976.0,17.56,1819363112.0,870.43,463455422.0,114.66,16712616.0,3.69,1160860.0,78.42,628495456.0,182.95,5027978.0,157.34,11551161.0,41.01,39923948.0,120.17,7893200.0,15.49,201924746.0,22.84,1015912778.0,30.56,22806281.0,215.31,8079484.0
2022-03-01,43.74,400938692.0,16.91,1747233463.0,1077.6,575182495.0,99.58,16853089.0,3.65,3337038.0,82.59,851509473.0,180.25,7865922.0,142.59,15204807.0,38.9,52734933.0,109.13,7360103.0,14.29,170652009.0,21.05,2111605532.0,28.26,26778610.0,218.09,11447528.0
2022-04-01,37.91,361094500.0,14.16,1338949626.0,870.76,503896960.0,115.91,24813855.0,3.51,1425236.0,85.25,505298620.0,171.0,4952574.0,127.94,10061175.0,36.83,39222946.0,104.71,9672417.0,13.32,99104700.0,16.7,1281633579.0,26.25,24047420.0,209.74,7558663.0
2022-05-01,38.68,397146805.0,13.68,1359365004.0,758.26,649232242.0,119.56,18384848.0,4.175,1299453.0,96.0,659735850.0,166.37,6259684.0,140.96,11953749.0,40.32,50251387.0,112.21,6162111.0,12.92,123933758.0,17.39,1446563574.0,24.9,28796452.0,194.97,12291470.0
2022-06-01,31.76,323818190.0,11.13,1143903229.0,673.42,670825779.0,111.76,14469223.0,4.02,1183639.0,85.64,660321520.0,154.17,4708805.0,125.89,11001769.0,33.37,43294704.0,103.58,6115036.0,10.71,94796593.0,21.72,1572603165.0,24.15,27616363.0,183.48,10900974.0
2022-07-01,36.26,292487788.0,14.69,1247848605.0,891.45,581783311.0,118.74,15571547.0,4.15,1216637.0,96.93,427920540.0,162.59,3926911.0,151.14,12196617.0,38.46,34231177.0,127.58,6102310.0,12.28,80574622.0,19.73,921747279.0,25.72,24571079.0,211.23,7183832.0
2022-08-01,38.21,317584002.0,15.24,1455374340.0,275.61,734431591.0,124.6,13333267.0,4.37,1332266.0,95.59,424504673.0,149.37,4927748.0,138.64,12887838.0,37.7,38425012.0,119.83,5646188.0,14.03,99781963.0,19.91,853667242.0,26.52,23119177.0,194.66,6248357.0
2022-09-01,32.09,332686323.0,11.2,1619727852.0,265.25,1298711227.0,101.87,22295573.0,3.26,1362040.0,87.31,410595217.0,130.29,5817079.0,119.69,13440214.0,31.4,40092770.0,106.06,8026315.0,10.09,86217457.0,15.77,1006965168.0,21.59,26328367.0,185.0,7638375.0
2022-10-01,39.25,317696098.0,13.37,1433732660.0,227.54,1735577735.0,106.31,25232889.0,3.3,3767080.0,110.81,431633161.0,138.81,5220009.0,138.71,12209922.0,37.53,42433822.0,130.47,6711786.0,12.7,81742503.0,9.67,1335456770.0,22.82,28512914.0,196.77,7147171.0
2022-11-01,40.56,285044748.0,13.9,1037763587.0,194.7,1885408367.0,123.91,16478799.0,3.94,1683808.0,111.34,368054915.0,147.69,3716020.0,144.24,10870706.0,42.51,44185360.0,146.8,6264719.0,11.22,113983819.0,12.78,1443581989.0,24.5,20633957.0,223.05,6474167.0
2022-12-01,33.64,254856353.0,11.63,1116350742.0,123.18,2944247785.0,107.3,18929147.0,3.76,9073927.0,110.3,376509708.0,136.58,3860527.0,124.02,10444009.0,40.25,35688085.0,130.83,4832762.0,10.15,75531163.0,9.75,1053745747.0,22.86,23541900.0,214.22,4796725.0
2023-01-01,39.32,327651541.0,13.51,1101986533.0,173.22,3897499392.0,126.72,14007895.0,3.95,2151725.0,116.01,329847947.0,147.11,4827784.0,145.78,9500956.0,47.28,33056745.0,156.34,6320875.0,11.25,75517895.0,12.07,952442651.0,24.82,22865681.0,251.31,7912342.0
2023-02-01,38.74,297975796.0,12.07,1379035149.0,205.71,3625947459.0,136.51,16999294.0,4.43,1286425.0,109.91,311248451.0,135.92,4445499.0,139.65,13066761.0,50.28,48106877.0,167.04,6111112.0,11.36,88414511.0,9.39,831393494.0,25.97,20178456.0,260.37,7783255.0
2023-03-01,36.68,336059110.0,12.6,1809438601.0,207.46,3312555115.0,134.36,18253202.0,4.59,5437344.0,109.66,412555211.0,141.69,4777308.0,139.49,14609514.0,49.11,46368723.0,156.83,7497946.0,11.02,112626941.0,10.51,1033376183.0,26.49,24198075.0,270.94,7290333.0
2023-04-01,33.04,271539178.0,11.88,1054299630.0,164.31,2503574179.0,131.7,12818759.0,4.45,1250614.0,118.34,292949932.0,137.33,5323217.0,127.66,9655221.0,48.13,35139827.0,140.39,5835232.0,10.67,64458416.0,7.87,821320016.0,26.58,17875861.0,278.64,6426722.0
2023-05-01,32.41,302752335.0,12.0,1395646011.0,203.93,2681250964.0,130.92,11546219.0,4.21,5942280.0,102.18,331787410.0,136.13,5211903.0,122.66,13814442.0,44.33,57244692.0,133.58,6971680.0,13.73,154229461.0,7.53,1039096361.0,28.41,23425839.0,286.67,8240779.0
2023-06-01,38.56,291852692.0,15.13,1251191738.0,261.77,3443091887.0,164.61,13400203.0,4.805,1630785.0,107.25,322630471.0,160.75,8888671.0,143.55,15660602.0,48.91,63444418.0,143.61,5714134.0,13.68,101643534.0,9.69,1370687046.0,30.31,28875776.0,325.21,7152502.0
2023-07-01,38.37,279523067.0,13.21,1170695260.0,267.43,2394275082.0,160.98,16918544.0,4.95,876183.0,107.24,350396222.0,168.24,5058852.0,154.76,9709177.0,46.5,45368002.0,154.09,5033618.0,16.08,81740432.0,15.3,1420434580.0,31.92,17820858.0,320.39,6450778.0
2023-08-01,33.51,279995614.0,12.13,1042520016.0,258.08,2503253508.0,157.09,11621585.0,5.21,1278073.0,111.19,315952866.0,172.13,6152282.0,144.09,11598984.0,40.75,48360445.0,139.27,5864920.0,12.91,95559765.0,10.27,1417247539.0,32.33,20064414.0,317.74,5823174.0
2023-09-01,32.97,233855241.0,12.42,920815270.0,250.22,2440633653.0,151.4,10854297.0,5.61,1054098.0,117.58,320616649.0,179.75,6381054.0,134.2,11624380.0,40.37,38633504.0,138.07,5498912.0,12.43,58825860.0,9.04,1056161969.0,33.64,21335461.0,295.54,5820941.0
