n,10yinf_lag6,altsales_lag6,AN_lag12,AN_v_lag12,BWA_lag9,BWA_v_lag6,caput_lag9,carcpi_lag9,cbpy30_lag12,discount_lag9,durable_lag9,F_lag6,F_v_lag12,fedfundseff_lag6,fedsurplus_lag6,food_lag12,g_best_new_cars_lag9,g_car_for_sale_near_me_lag9,g_cars_for_sale_lag9,g_dealership_near_me_lag9,g_how_to_buy_a_car_lag9,g_new_cars_lag9,g_used_cars_lag9,GT_lag9,GT_v_lag12,hcpi_lag12,hcpiurban_lag9,HMC_lag9,HMC_v_lag12,industry_lag9,industrycg_lag9,industryut_lag12,kwhcost_lag6,laborpart_lag9,LEA_lag6,localrent_lag9,ltrucksa_lag9,manufinv_lag12,manufsales_lag9,month,new_units_lag6,newhouses_lag12,ngspot_lag12,oilimport_lag9,overmanuf_lag6,prodmanuf_lag9,quarter,retail_lag9,sahmrule_lag9,sales_lag9,sentiment_lag6,stuffcpi_lag9,TM_lag12,TM_v_lag12,tmaturity_lag12,totalsa_lag6,treasurymat1_lag9,treasurymat10_lag12,treasurymat5_lag9,treasurymat7_lag12,unemp_lag12,unemp15to26w_lag9,unemp27ov_lag6,unemp5tp14w_lag12,unempt5w_lag12,wagemanuf_lag12,XOM_lag12,XOM_v_lag12,year
342,2.04,16.745,42.38,23402892,52.72,29144664,77.4151,137.803,4.08,1.07,227767,10.97,691497692,1.41,49235.72070792,249.867,93,34,74,33,67,59,0,30.59,60251533,296.835,253.292,31.09,10190494,100.9318,100.4118,109.8528,0.111,62.7,193.14,359.278,11.739,641891,469104,7,3488.58735226985,5.8,2.98,205,4.5,42,3,426725,-0.07,1384787,95.7,181.841,112.84,4523401,0.95,17.176,1.4,2.32,1.98,2.13,4.3,925,1467,2026,2075,20.91,80.04,198990525,2018
390,2.1,16.974,45.37,54917161,55.68,34915161,77.5966,138.261,4.04,1.23,231932,10.61,752324160,1.42,-215248.1724224,249.58,90,30,67,29,62,63,0,32.37,70415604,297.954,253.798,33.34,11269646,100.7562,99.9601,106.3907,0.111,62.7,186.57,363.236,11.483,645107,478690,8,3633.36991978365,6.1,2.9,224.2,4.6,42,3,430931,-0.1,1405256,99.7,182.578,112.98,4249841,0.87,17.447,1.56,2.21,2.05,2.03,4.4,987,1432,2065,2258,20.94,76.33,218812051,2018
316,2.09,17.196,47.46,24658310,51.09,29357809,77.494,138.123,4.04,1.32,240990,11.08,675295082,1.51,-208743.24980988,254.413,89,28,63,30,57,60,0,32.31,48747147,298.255,254.575,34.08,7892619,101.6191,100.2918,95.8093,0.111,62.7,186.09,365.801,11.614,649285,477951,9,4629.41879400775,5.3,2.98,231.4,4.6,41.8,3,433537,-0.03,1416369,101.4,182.758,119.17,3712287,0.82,17.662,1.7,2.2,2.18,2.03,4.3,932,1345,1905,2245,21.01,81.98,210645599,2018
303,2.13,17.117,47.4,18060828,56.26,30429458,77.2502,138.559,4.01,1.41,227031,11.24,856745414,1.69,214255.11366731,251.048,92,40,77,34,66,69,0,34.82,68084532,300.199,255.117,35.29,9718587,101.5606,100.6861,90.8111,0.114,62.7,186.97,366.628,11.395,651607,481161,10,3945.40048212359,5.5,2.88,241,4.7,41.9,4,431045,0,1405906,98.8,183.957,124,3434108,0.81,17.584,1.8,2.36,2.38,2.2,4.2,952,1375,1961,2126,21.08,83.35,166855062,2018
327,2.14,17.342,55.37,25861482,49.08,30813455,78.1255,138.643,3.98,1.57,234407,11.55,686677554,1.7,-146796.44336556,246.851,90,43,76,33,62,62,0,28.94,62152317,299.817,255.827,36.09,18350927,101.7404,100.0454,95.7434,0.111,63,198,368.177,11.517,655012,483726,11,3219.22800296516,4.8,3.01,234.8,4.5,42.2,4,433754,0,1417029,98,184.378,126.34,3176700,0.65,17.829,1.96,2.35,2.6,2.23,4.2,873,1233,1886,2278,21.11,83.29,189482141,2018
371,2.12,17.25,51.33,15622441,50.23,38444276,78.1202,138.212,3.89,1.7,242104,11.07,583917952,1.82,-74857.99046356,248.171,87,42,75,38,68,61,0,26.58,48342797,301.276,256.508,34.73,8991743,102.4751,100.2777,114.4252,0.111,62.9,185.81,368.755,11.809,659143,484789,12,3940.650560321071,5.6,2.82,230.3,4.6,42.2,4,432891,0,1415595,98.2,183.752,127.17,2682614,0.56,17.743,2.06,2.4,2.63,2.32,4.1,795,1404,1966,2237,21.22,83.64,214767942,2018
278,2.12,17.137,60.22,21265643,48.94,41840302,78.7297,137.876,3.96,1.76,240986,10.04,1126712937,1.91,-76865.22967062,250.981,86,38,74,38,67,60,0,25.11,60265540,302.822,257.232,34.36,11352974,101.8564,101.9578,126.3733,0.111,62.9,180.13,370.807,11.852,660579,486486,1,3161.45451997971,6,3.87,243.5,4.5,42.3,1,434832,-0.07,1424121,97.9,184.54,137.92,4424865,0.55,17.629,2.15,2.58,2.7,2.51,4,888,1416,1895,2214,21.3,87.3,227074973,2019
248,2.1,17.044,50.21,21085233,48.78,39252496,78.0999,138.533,4.18,1.86,242260,9.48,943633227,1.91,-214147.52548064,248.609,88,40,72,42,75,60,0,24.43,69321828,303.907,257.894,31.76,20938688,101.2677,99.1897,106.1863,0.111,62.9,162.2,372.487,11.889,664424,492590,2,3791.95035456589,5.7,2.67,265,4.5,42.1,1,439781,-0.1,1448251,96.2,184.836,134.6,4419085,0.68,17.564,2.27,2.86,2.82,2.78,4.1,935,1287,1893,2469,21.33,75.74,362824515,2019
400,2.12,17.28,46.78,16043167,43.16,45545480,78.6967,137.952,4.24,1.9,241144,9.25,983086409,1.95,119116.00888032,248.135,85,45,67,42,64,52,0,23.29,59140986,305.544,258.004,29.27,15583279,104.5796,100.2326,103.121,0.111,63,145,374.72,12.011,663136,493819,3,3420.81967820985,5.2,2.69,270.2,4.5,42.2,1,437530,-0.03,1442883,100.1,184.778,130.37,4413808,0.56,17.776,2.33,2.84,2.78,2.77,4,881,1351,2002,2303,21.4,74.61,347390191,2019
279,2.11,17.469,46.19,16288763,46.02,67520095,78.7311,137.608,4.27,1.96,232691,9.55,882523410,2.19,-100491.14254473,252.535,89,48,68,44,96,58,0,24.21,70396280,306.239,258.594,30.66,12161965,103.3622,100.0637,92.4278,0.108,63,132.9,375.525,11.91,664922,492592,4,3604.66444285692,5.6,2.8,272.1,4.5,42.2,2,440111,0,1446138,98.6,184.568,130.98,4385692,0.49,17.991,2.39,2.87,2.78,2.82,4,1006,1348,1994,2142,21.46,77.75,286110905,2019
328,2.01,17.552,45.66,22319849,43.77,38696270,79.0032,138.093,4.41,2.03,242703,9.41,701227111,2.2,-204902.55739878,248.263,82,48,71,46,65,54,0,22.69,63275839,307.589,259.39,29.63,13992646,106.0834,100.9361,93.0757,0.108,62.6,136.25,377.446,11.927,665817,496766,5,3713.34955248003,5.5,2.8,263.7,4.5,42.1,2,439439,0.03,1451630,97.5,184.765,127.97,3725340,0.47,18.061,2.45,2.98,2.77,2.93,3.8,995,1228,1942,1997,21.42,81.24,299337850,2019
311,1.81,17.593,48.58,17534980,42.78,38028702,79.0267,136.92,4.43,2.13,245115,7.65,764216136,2.27,-13539.35862905,250.211,90,46,67,48,66,57,0,23.39,50614673,308.764,259.582,30.08,10030214,104.5708,101.0115,103.2564,0.108,62.8,122.86,379.697,12.046,665794,498922,6,3615.0282649423702,5.8,2.97,263.9,4.5,42,2,438709,-0.07,1453489,98.3,185.277,128.81,3466371,0.38,18.077,2.56,2.91,2.89,2.87,4,936,1306,1865,2269,21.46,82.73,257829803,2019
322,1.79,16.376,48.53,19907561,39.41,35115377,78.676,138.247,4.36,2.25,237105,8.8,851863061,2.4,8682.86661098,252.012,93,48,63,50,66,56,0,21.06,80484533,309.926,260.391,28.5,10812111,103.4912,100.9529,113.0907,0.11,62.9,153.93,380.244,11.979,672937,497556,7,3463.87983132826,6,2.83,271.3,4.5,42.1,3,443560,-0.07,1457208,91.2,185.742,131.84,2651733,0.28,16.91,2.65,2.89,3,2.85,3.8,920,1289,1804,1968,21.45,81.51,204694477,2019
350,1.88,16.439,45.35,15498920,39.58,34019729,78.4807,139.763,4.34,2.33,233504,8.77,858464574,2.4,-233977.2488268,252.301,82,42,60,47,58,52,0,23.16,67052524,311.199,261.054,28.17,12237605,103.2113,101.231,113.0437,0.11,62.9,152.07,382.12,12.316,673221,492969,8,2634.81307244715,6.5,2.96,220.8,4.4,41.9,3,445484,-0.07,1450127,93.8,184.729,124.08,4286466,0.25,16.945,2.7,2.89,2.95,2.84,3.8,904,1298,1730,2241,21.55,80.17,215074077,2019
304,1.91,17.228,41.55,12171373,34.74,31022339,78.7637,140.18,4.44,2.37,239527,8.78,803726638,2.41,-146944.76565389,256.872,81,35,51,44,55,49,0,20.41,62687565,311.533,262.124,26.45,10456756,103.6027,101.0624,101.4021,0.11,63,135.71,383.156,12.326,677237,488011,9,3900.65213626182,6.6,3,178.3,4.4,42.1,3,435285,0.07,1430111,98.4,183.966,124.35,3203892,0.23,17.732,2.66,3,2.68,2.96,3.7,934,1319,1731,2074,21.6,85.02,227023205,2019
297,1.94,16.29,40.48,26780133,40.9,37892426,78.1126,140.963,4.58,2.37,234212,10.45,1300409817,2.42,160304.50890986,253.942,88,47,72,48,62,55,0,21.19,101962935,312.399,262.533,30.07,22228942,103.1493,100.2597,94.4855,0.112,63.1,143,382.939,11.251,678308,485860,10,4921.96586841539,7.2,3.28,201.1,4.2,42,4,438377,0.13,1425097,97.2,183.342,117.05,6114794,0.29,16.868,2.58,3.15,2.54,3.09,3.8,879,1293,1840,2055,21.7,79.68,305910893,2019
323,1.83,17.456,37.13,14756425,40.61,36628630,77.7236,140.242,4.69,2.39,226038,9.52,873823529,2.39,-207768.39134666,253.938,84,56,68,65,68,53,65,19.78,62803759,311.849,263.194,28.27,16308024,102.7354,100.5229,101.377,0.112,63.1,119.03,383.255,11.691,678080,489331,11,4295.72668164433,6.4,4.09,229.9,4.2,41.7,4,438830,0.17,1432353,100,183.964,121.48,4882648,0.26,18.027,2.55,3.12,2.49,3.04,3.8,878,1336,1807,2168,21.79,79.5,287081980,2019
332,1.7,17.29,35.7,13136273,38.41,32548946,77.5281,138.894,4.54,2.4,234890,10.23,956236809,2.38,-8476.31845422,253.932,83,56,76,65,89,53,0,18.15,54935717,313.294,264.008,27.17,18690414,103.0488,100.8832,110.5761,0.112,63,139.27,384.579,12.233,677778,486759,12,3611.55479048454,7.6,4.04,246.4,4.3,41.7,4,446084,0.13,1441302,98.2,184.891,116.08,4712753,0.15,17.815,2.49,2.83,2.37,2.75,3.9,844,1359,2033,2149,21.83,68.19,380646842,2019
299,1.75,17.148,38.75,14438788,41.77,41400777,77.0682,138.956,4.46,2.38,227712,9.53,1004323476,2.4,-119695.80619346,259.042,87,60,73,55,65,52,0,19.21,127339967,314.735,264.665,27.89,15281826,100.631,99.4548,120.0607,0.111,62.9,126.78,387.464,11.556,682350,485654,1,4533.20346232346,7,3.11,259.7,4.2,41.6,1,445957,0,1438497,98.4,186.152,123.17,3287699,0.17,17.731,2.42,2.71,2.33,2.61,4,718,1170,1981,2303,21.86,73.28,269229087,2020
309,1.59,17.32,35.26,17615476,35.48,36856959,77.14,138.993,4.3,2.35,221561,9.17,730016395,2.13,-200344.34892913,256.96,80,57,66,66,63,50,0,13.41,146883485,315.977,265.142,24.61,13247903,101.1883,99.9296,109.9657,0.111,62.9,112.26,383.266,12.581,685920,486105,2,3726.5786261864714,6.4,2.69,269.3,4.2,41.6,1,448869,-0.07,1446071,89.8,185.835,121.04,3086763,0.18,17.859,2.34,2.68,2.19,2.57,3.8,754,1210,1795,2246,21.92,79.03,245067931,2020
170,1.59,17.187,35.72,21250415,41.98,33769681,77.4764,139.492,4.26,2.17,220513,9.16,944056340,2.04,82767.65846478,256.559,85,66,69,69,66,52,0,15.3,68375449,317.515,265.787,25.84,9268593,103.927,100.6465,104.4565,0.111,63,117.9,384.479,12.424,688201,481840,3,4206.77265235176,5.7,2.95,246.5,4.2,41.7,1,448856,-0.03,1437757,93.2,184.884,118.02,3022667,0.16,17.746,2,2.57,1.83,2.47,3.8,812,1299,1831,2174,21.97,80.8,272455536,2020
2,1.56,16.567,41.93,19511840,37.8,34155199,76.9759,139.491,4.16,2.1,225425,8.59,938067587,1.83,-134467.56493381,253.812,80,56,71,68,64,51,0,13.73,51817135,318.075,266.433,24.88,8638297,101.9945,100.2294,88.2635,0.109,63.1,117.77,386.74,12.46,690367,477033,4,3820.72930070856,5.8,2.65,244.6,4.1,41.5,2,452442,0.03,1439521,95.5,185.237,123.6,2641924,0.19,17.087,1.96,2.53,1.83,2.43,3.6,960,1246,1881,1942,21.94,80.28,219524124,2020
363,1.64,17.143,39.47,19588774,32.63,30676369,77.5305,140.832,4.11,1.95,225092,9.06,800091488,1.55,-208838.29445674,256.405,89,63,74,71,65,53,0,11.47,98406825,319.512,266.774,23.66,15120256,104.8749,100.535,92.6296,0.109,63.1,120.31,388.735,12.653,691817,476057,5,4862.76205079184,6.7,2.64,232.7,4.1,41.5,2,455725,0.07,1439516,96.8,185.084,117.58,3462880,0.19,17.594,1.77,2.4,1.49,2.29,3.7,901,1178,1564,2131,22.05,70.77,250095412,2020
306,1.72,17.088,41.94,12818304,36.68,25121745,77.0431,140.334,3.92,1.89,222770,9.3,627588379,1.55,-13272.55731642,254.986,81,60,66,64,69,54,0,14.405,68891118,321.089,267.47,26.08,11482533,102.9937,100.0087,99.6931,0.109,63.2,137.2,390.531,12.595,693378,472505,6,4339.96427266507,5.2,2.4,234.6,4,41.4,2,451994,0,1431833,99.3,185.24,123.99,2438325,0.26,17.551,1.8,2.07,1.57,1.95,3.6,888,1183,1835,1903,22.13,76.63,218954593,2020
295,1.72,16.4,48.68,19816125,41.68,51775615,76.3498,140.217,3.78,1.65,222598,8.82,891423556,1.55,-32593.28000764,256.485,79,55,65,64,68,54,0,15.87,74316106,322.64,267.899,26.97,10937934,101.3649,99.3342,113.9205,0.111,63.3,123.18,391.308,12.224,697319,467104,7,4260.294328580279,5.9,2.37,226.8,3.9,41.4,3,453140,-0.03,1422165,99.8,185.75,129.05,3393202,0.22,16.841,1.61,2.06,1.53,1.93,3.7,955,1195,1779,2102,22.19,74.36,186918995,2020
300,1.62,16.57,47.46,13953344,42.05,78019278,77.071,139.348,3.41,1.54,214077,6.96,754413259,1.58,-235335.21387457,253.251,80,56,61,62,65,54,0,15.99,79317922,323.693,268.47,28.12,15911934,101.5253,100.8946,112.3526,0.111,63.3,111.2,393.437,12.743,699092,465210,8,3631.9154088236296,5.4,2.22,230.9,4,41.4,3,456656,-0.07,1430447,101,185.936,130.63,2892970,0.06,17.026,1.57,1.63,1.64,1.55,3.7,910,1114,1700,2276,22.21,68.48,278110349,2020
272,0.99,11.353,50.7,12110446,43.38,104370022,77.1349,139.413,3.46,1.54,216195,4.83,663475085,0.65,-119125.16471802,256.413,83,55,65,62,64,61,0,15.555,80098597,324.979,268.97,28.31,16277501,101.7191,100.0117,103.1273,0.111,63.3,81.25,394.65,12.485,701033,463787,9,3495.7687894087703,5.4,2.56,233.5,3.9,41.4,3,457669,0,1429010,89.1,186.837,134.49,3049252,0.05,11.736,1.55,1.7,1.68,1.64,3.5,830,1182,1759,1853,22.23,70.61,217304324,2020
293,1.1,8.482,50.85,14146550,34.29,66668081,76.9779,138.428,3.45,1.52,230043,5.09,895102427,0.05,-737850.62107965,254.663,90,62,79,62,73,62,0,13.13,69291712,324.934,269.725,25.6,16975361,101.2427,99.3883,93.8114,0.113,63.3,97.65,395.887,12.163,702037,457016,10,2717.21323827874,5.3,2.33,232.8,2.8,41.3,4,456334,0,1424371,71.8,186.575,138.55,3193170,0.16,8.834,1.53,1.71,1.56,1.62,3.6,863,997,1751,1946,22.3,67.57,244654156,2020
343,1.12,12.259,51.09,7662255,31.6,82045044,77.1848,138.437,3.48,1.52,233666,5.71,669643460,0.05,-398821.41365968,253.899,87,69,75,57,82,65,0,9.685,40938037,324.803,270.454,25.66,12463671,102.0027,100.3045,99.9641,0.114,63.3,106.05,398.41,12.368,704897,457010,11,4497.937143883079,5.4,2.65,207.5,3.1,41.5,4,456676,0,1420566,72.3,186.201,140.21,2440127,0.2,12.549,1.41,1.81,1.32,1.74,3.6,778,1199,1742,2063,22.39,68.13,249557145,2020
278,1.27,13.187,48.63,9721479,24.37,73993972,73.6983,139.15,3.42,0.29,199092,6.08,745873240,0.08,-864074.06849171,253.181,67,49,66,52,65,49,0,5.82,58473878,325.215,270.404,22.46,9820856,97.956,95.3494,109.9062,0.114,62.6,109.02,399.392,8.454,707875,430188,12,3485.33399756477,5.6,2.22,136.8,3.3,41.2,4,429854,0.3,1336911,78.1,184.17,140.54,2191698,0.25,13.545,0.33,1.86,0.59,1.79,3.6,728,1339,1777,2102,22.47,69.78,285375379,2020
283,1.46,14.888,42.44,13501639,28.57,53920320,62.3093,137.901,3.34,0.14,160657,6.61,1088564745,0.09,-62991.72639454,254.758,63,47,58,47,71,38,0,7.17,59707712,326.807,270.365,24.05,10221549,82.6389,84.2234,112.9423,0.114,60.1,110.38,400.789,6.585,706263,368070,1,3604.7311348747,5.7,2.02,86.7,3.7,38.4,1,376992,4,1141868,72.5,181.52,138.84,3171235,0.24,15.279,0.18,1.76,0.39,1.67,3.5,680,1509,1758,2016,22.46,62.12,359062435,2021
233,1.66,15.446,42.73,17475243,32.15,57815220,65.1154,138.528,3.15,0.13,181645,6.82,1633164669,0.1,-200095.01510766,257.367,80,77,83,70,95,48,0,7.61,121883254,328.557,270.862,26.05,13173388,84.9419,87.7862,106.6011,0.114,60.8,113.93,403.365,9.538,703904,377081,2,3228.63198323832,5.6,1.91,103.1,3.8,39.4,1,444746,7.27,1242802,74.1,181.169,130.75,4124927,0.17,15.868,0.16,1.5,0.34,1.42,3.5,1009,1570,1811,2099,22.54,51.44,479579213,2021
376,1.66,16.323,28.06,25791293,35.3,57233340,70.2656,135.32,3.5,0.16,198944,6.66,2618758073,0.09,-124610.55841919,265.932,84,88,84,80,95,55,0,8.95,182976727,328.732,271.219,25.56,31531292,92.9286,95.6055,96.5659,0.114,61.5,109.05,403.095,10.303,696103,417635,3,4574.75061093193,6.5,1.79,137.4,3.9,39.9,1,474621,9.5,1353122,80.4,182.721,119.95,9190445,0.42,16.77,0.18,0.87,0.34,0.78,4.4,1942,2413,1824,3422,22.6,37.97,1169374266,2021
356,1.7,16.214,37.24,25453359,36.6,83272944,72.8539,138.039,3.15,0.13,218392,7.73,1951160622,0.09,-284070.53717284,267.831,95,100,92,87,100,58,0,9.01,125506149,328.979,271.834,24.35,20997294,95.0465,99.9082,86.1331,0.113,61.5,120.81,403.802,11.402,693844,436409,4,3634.43384978828,6.9,1.74,166.8,4,40.7,2,480461,8,1403475,81.8,183.697,123.59,4823634,0.44,16.663,0.15,0.66,0.28,0.55,14.7,6512,3548,7066,14232,22.72,46.47,790557341,2021
390,1.71,15.946,39.48,18203927,40.59,53781957,73.9066,146.245,3.26,0.1,221125,9.08,1803080129,0.09,-145266.26352985,267.244,85,77,81,74,91,60,0,9.595,124768236,331.088,272.398,25.58,23641999,98.1249,100.6005,87.293,0.113,61.7,142.95,405.128,11.934,692702,440858,5,3477.7174459703,5.4,1.75,171.4,4.1,41.1,2,483280,6.37,1419158,76.9,185.27,126.01,4504550,0.5,16.405,0.13,0.67,0.27,0.53,13.2,6580,3903,14806,3886,22.77,45.47,476995660,2021
299,1.92,16.594,37.58,18332842,38.74,49015328,73.9373,154.42,3.1,0.11,226373,8.79,2158915053,0.09,-143562.32743913,270.013,88,74,71,82,75,54,0,7.67,161858372,331.553,272.787,23.7,17585948,95.648,99.2739,99.7657,0.114,61.4,159.03,405.114,12.579,694638,444108,6,4114.48675612339,3.8,1.63,161.9,4.1,41.2,2,492411,5.3,1432718,80.7,186.176,125.63,4652800,0.55,17.052,0.13,0.73,0.27,0.55,11,4958,3963,11522,2915,22.6,44.72,584463228,2021
316,2.08,16.142,51.34,25142273,34.98,55268318,74.6024,156.354,2.79,0.1,231003,10.53,1640215402,0.09,-162832.48946754,263.639,74,68,67,71,73,51,0,8.28,84189672,332.963,273.078,23.62,13222199,96.3924,99.3411,115.1955,0.114,61.7,150.76,405,12.457,692666,449029,7,4884.391960252729,3.4,1.77,161.6,4.1,41.3,3,490482,4.2,1448241,79,186.314,119.34,4219823,0.47,16.629,0.13,0.62,0.34,0.46,10.2,2671,4055,5145,3142,22.82,42.08,447021565,2021
276,2.18,15.623,56.86,15199990,38.85,51228618,75.16,154.86,2.8,0.09,230692,11.7,1114897769,0.08,-310921.94250467,268.667,75,65,67,80,75,50,0,10.42,71488709,333.199,273.788,27.72,14965308,96.1758,99.5474,111.9388,0.114,61.5,166.09,403.364,12.213,694030,454134,8,4976.28234299497,3.3,2.3,167.9,4.2,41.3,3,487824,3.63,1452913,76.8,186.339,132.43,3521967,0.51,16.076,0.12,0.65,0.39,0.46,8.4,1904,4146,3105,2348,22.85,39.94,449383491,2021
248,2.28,17.766,52.93,12732469,38.64,59724217,75.7444,153.842,2.91,0.09,234659,12.25,1285314206,0.07,-659591.61844058,264.805,79,62,70,79,69,53,0,10.91,66623571,332.434,274.413,28.25,14907128,97.7203,101.3148,98.0685,0.114,61.5,181.25,405.554,12.845,692912,466242,9,4389.75339829498,3.4,1.92,185.9,4.1,41.4,3,496423,3.23,1484781,84.9,188.212,132.44,3570846,0.55,18.287,0.1,0.68,0.39,0.46,7.9,1578,4216,2735,2549,22.99,34.33,590861107,2021
227,2.35,18.011,56.73,20798558,41.99,40404771,76.6707,152.62,3.01,0.08,244935,11.54,1421029882,0.07,-225579.46032577,262.512,80,67,79,81,81,52,0,10.55,86524027,332.286,274.535,26.48,10863047,98.8862,101.92,91.7475,0.116,61.3,183.84,404.585,12.458,693837,477769,10,4432.78059675938,3.3,2.39,205.5,4.2,41.6,4,510740,3.03,1532156,88.3,189.349,131.29,2979247,0.64,18.502,0.1,0.79,0.45,0.55,6.9,1321,4170,2342,2490,22.99,32.62,630468906,2021
216,2.47,17.095,61.29,14245229,45,36815172,73.623,151.331,2.87,0.04,244658,14.53,1434465292,0.06,-131953.06316821,269.179,76,68,72,78,79,53,0,16.81,80316901,331.32,275.308,27.67,14546309,95.8529,99.3945,93.0274,0.116,61.4,193.36,402.565,12.219,699996,475226,11,4015.3050907287898,4,2.61,230.3,4.2,41.4,4,497758,2.87,1508846,82.9,190.333,134.46,3527876,0.7,17.567,0.07,0.87,0.54,0.63,6.7,1370,3761,2440,2483,23.13,38.13,703572014,2021
242,2.34,15.512,69.79,14738491,46.36,38834657,75.9661,152.215,2.8,0.03,246475,14.86,1237288449,0.08,-174160.55026216,264.78,79,84,80,89,85,52,0,17.57,56344405,331.412,276.177,30.2,12913819,98.5571,100.8014,112.7339,0.116,61.5,175.28,403.263,13.837,702549,481368,12,4000.63175277466,4.1,2.59,251.9,4.1,41.6,4,550349,2.33,1588213,85.5,191.663,154.57,5634320,0.79,15.996,0.08,0.93,0.82,0.66,6.7,1336,3970,2344,2915,23.18,41.22,605511099,2021
261,2.33,14.863,71.28,11659896,48.58,33403182,76.1956,166.799,2.94,0.02,245453,13.95,1923131067,0.1,-302050.4883435,263.677,80,83,80,89,84,50,0,17.21,62680757,332.34,277.42,29.82,14145419,96.9621,100.2242,117.1023,0.117,61.6,174.98,405.162,13.961,707581,487618,1,4607.66516160321,4,2.71,255.1,4,41.6,1,552575,-0.07,1605656,81.2,193.721,140.52,6823083,0.95,15.306,0.06,1.08,0.86,0.77,6.3,1137,3446,2484,2250,23.26,44.84,594505106,2022
322,2.35,13.325,75.02,12737463,51.29,38364116,77.138,179.671,3.16,0.02,250043,13.03,1448212191,0.09,-170634.65366187,268.127,83,88,86,94,87,54,58,19.83,118839190,333.64,278.688,31.26,18536456,98.1093,100.9633,114.2183,0.117,61.5,159.94,405.522,13.052,718470,494489,2,5819.56268507081,4.9,5.35,266.5,4.1,41.6,1,545282,-0.13,1607943,70.3,195.818,147.93,8287965,1.14,13.749,0.05,1.26,0.82,0.91,6.2,1243,3124,2254,2211,23.37,54.37,541226724,2022
318,2.34,12.315,93.22,21669844,48.54,38819754,77.2023,196.086,3.42,0.04,253573,14.16,1684245471,0.08,-61544.25121268,268.893,84,77,73,100,88,49,0,17.15,115261201,334.479,279.686,32.18,21135934,100.7506,101.1185,98.8065,0.117,61.7,156.48,405.791,11.886,724309,502681,3,3748.98522457506,4.4,2.62,282,4.1,41.4,1,548414,-0.03,1629252,72.8,198.851,156.06,8922679,1.46,12.747,0.07,1.61,0.84,1.27,6.1,1353,2682,1950,2178,23.38,55.83,790804953,2022
223,2.53,12.827,102.48,15451447,48.98,37010468,78.0556,195.215,3.27,0.05,252955,17.08,1329360187,0.08,-165055.36693325,270.284,93,87,76,98,95,60,0,15.71,70202801,336.037,280.906,32.1,19912813,100.0585,101.741,87.659,0.116,61.8,171.85,406.494,11.352,729352,513778,4,5174.31503371725,4.7,2.66,287.8,4,41.5,2,537466,-0.23,1644160,71.7,200.161,150.77,5680857,1.47,13.25,0.08,1.64,0.76,1.31,6.1,1200,2327,2011,2377,23.46,57.24,457854782,2022
317,2.62,13.109,102.13,16084965,42.68,43619417,77.8169,192.669,3.31,0.05,258736,19.19,1920840519,0.08,-191335.04052197,274.077,85,83,68,93,86,53,0,15.84,77705364,337.08,281.845,30.26,21144243,101.8774,101.4531,89.7735,0.117,61.7,167.79,407.217,10.192,739482,515216,5,5010.47200902912,5.6,2.91,273.8,4.2,41.4,2,542966,-0.2,1646813,67.4,201.685,165.98,5511808,1.47,13.553,0.07,1.62,0.77,1.28,5.8,1245,2156,2199,2018,23.63,58.37,521305196,2022
273,2.46,12.775,94.81,19492167,43.21,32775056,77.1281,191.694,3.14,0.04,254759,20.77,1923637882,0.08,-21303.12942523,274.497,87,75,78,97,76,53,0,17.7,93678923,337.844,283.39,30.67,16282565,98.7626,100.7086,104.2435,0.117,61.7,182.95,407.68,9.562,749813,520742,6,4997.79194658453,5.8,3.26,285.8,4.1,41.4,2,547197,-0.37,1665277,70.6,203.019,174.84,7201791,1.32,13.244,0.08,1.52,0.86,1.23,5.9,1041,1989,2240,2005,23.79,63.08,526409314,2022
302,2.45,14.376,121.33,26336946,45.07,37815874,78.1989,197.651,2.93,0.05,257816,20.3,1241752670,0.08,118698.85824166,277.435,84,73,74,85,73,53,0,19.12,60338532,339.703,285.394,29.58,11262983,100.115,101.1717,112.5393,0.117,61.8,167.32,411.695,10.248,758652,530658,7,4650.63779183971,5.7,3.84,319.8,4.2,41.3,3,557190,-0.27,1699733,67.2,206.004,179.84,4250580,1.1,14.798,0.11,1.32,1.11,1.07,5.4,1021,1683,1763,2246,23.9,57.57,435776080,2022
299,2.46,13.667,109.09,23525570,43.28,39923948,78.9035,204.01,2.94,0.05,261651,17.56,1157840200,0.08,-216589.75205605,280.35,79,60,64,78,69,47,0,20.11,76450502,340.918,286.904,27.37,13464323,100.5516,102.4296,114.203,0.117,61.9,157.34,413.56,10.4,768426,538407,8,4528.1516766184895,6.5,4.07,319.4,4.5,41.4,3,563358,-0.33,1727241,62.8,208.703,174.23,4842869,1.06,14.109,0.18,1.28,1.2,1.06,5.2,906,1691,1885,2116,24.05,54.52,406242850,2022
261,2.85,13.577,121.76,30409339,45.07,52734933,78.876,211.882,2.92,0.06,267750,16.91,1412535208,0.2,-192682.38665693,279.897,74,59,61,84,59,50,0,21.32,75150587,341.673,288.395,28.45,14303507,100.4566,101.5154,100.5123,0.117,62,142.59,414.974,9.996,779908,543255,9,4838.38551211824,6,5.16,289.4,4.3,41.4,3,560896,-0.27,1732462,59.4,211.561,177.75,4806581,1.13,14.049,0.3,1.37,1.23,1.16,4.8,799,1429,1740,2240,24.11,58.82,482961263,2022
