feature,n
g_best_new_cars_lag12,0.07973632667826061
g_how_to_buy_a_car_lag0,0.05690517685418226
g_how_to_buy_a_car_lag3,0.03357950450114047
g_how_to_buy_a_car_lag6,-0.17245585398108212
g_how_to_buy_a_car_lag9,0.17626220615061303
g_how_to_buy_a_car_lag12,-0.12651727919320066
g_dealership_near_me_lag0,0.4826084803620147
g_dealership_near_me_lag3,-0.0032833252872082933
g_dealership_near_me_lag6,-0.03416701493840894
g_dealership_near_me_lag9,-0.09185380114002484
g_dealership_near_me_lag12,-0.07409407994821712
g_dealerships_near_me_lag0,0.2942031339654746
g_dealerships_near_me_lag3,-0.025618485555999097
g_dealerships_near_me_lag6,-0.14875170814288918
g_dealerships_near_me_lag9,0.1250576074274819
g_dealerships_near_me_lag12,-0.0353640615099086
new_users_lag0,-0.0969654078322063
new_users_lag3,-0.11171842885196598
new_users_lag6,-0.18159741587734357
new_users_lag9,0.3483799295835695
new_users_lag12,0.2606284345742944
session_dur_lag0,0.2321953028775383
session_dur_lag3,0.1624731922193122
session_dur_lag6,0.1773317657410688
session_dur_lag9,-0.26181781155896044
session_dur_lag12,-0.24918351251677723
month,0.023267389179295824
quarter,-0.003761288758878985
year,-0.0013650282127828145
